Score,GDP per capita,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Continent_Africa,Continent_America,Continent_Europe,Score_log
4.975,0.535,0.182,0.454,0.183,0.043,1,0,0,1.7875840978175743
4.933,1.054,0.712,0.359,0.064,0.009,0,0,1,1.7805299872765061
4.88,0.425,0.539,0.526,0.302,0.078,0,0,0,1.7715567619105355
4.806,0.996,0.657,0.133,0.056,0.052,0,1,0,1.7588918656024382
4.758,1.036,0.404,0.356,0.032,0.052,1,0,0,1.7505901921899842
4.743,0.642,0.602,0.266,0.086,0.076,0,0,0,1.7479817218821596
4.724,0.94,0.33,0.516,0.103,0.056,1,0,0,1.7446678616942046
4.707,1.059,0.691,0.459,0.282,0.129,0,0,0,1.741693491554571
4.671,0.541,0.08,0.467,0.146,0.103,1,0,0,1.735365469031891
4.657,0.592,0.337,0.499,0.212,0.029,1,0,0,1.7328937163610187
4.631,0.429,0.433,0.406,0.138,0.082,1,0,0,1.7282870462724815
4.623,0.72,0.441,0.626,0.23,0.174,0,0,0,1.7268653293100646
4.592,0.9,0.69,0.271,0.04,0.063,1,0,0,1.721337004931509
4.586,0.916,0.79,0.419,0.149,0.032,0,0,1,1.720263467522985
4.571,0.256,0.0,0.355,0.238,0.053,1,0,0,1.7175745710386785
4.559,0.682,0.343,0.514,0.091,0.077,1,0,0,1.7154182359713324
4.5,0.532,0.579,0.58,0.153,0.144,0,0,0,1.7047480922384253
4.471,0.918,0.672,0.585,0.307,0.05,0,0,0,1.699461415081689
4.456,1.01,0.536,0.304,0.148,0.095,0,0,0,1.696715920541161
4.447,0.37,0.152,0.367,0.139,0.056,1,0,0,1.6950649984015373
4.441,0.874,0.365,0.519,0.051,0.064,1,0,0,1.6939628675037883
4.433,0.549,0.457,0.696,0.256,0.065,0,0,0,1.692491467569386
4.424,0.314,0.254,0.312,0.175,0.128,1,0,0,1.6908335506380945
4.419,0.885,0.553,0.312,0.092,0.107,1,0,0,1.689911296583977
4.417,0.198,0.173,0.531,0.206,0.158,1,0,0,1.6895421566757618
4.41,0.493,0.454,0.504,0.352,0.055,1,0,0,1.6882490928583902
4.377,0.562,0.295,0.503,0.221,0.082,1,0,0,1.682130597827541
4.356,0.557,0.292,0.129,0.134,0.093,1,0,0,1.6782174278289261
4.35,0.308,0.391,0.452,0.22,0.146,1,0,0,1.6770965609079151
4.34,0.853,0.643,0.375,0.038,0.215,0,0,0,1.6752256529721035
4.321,0.816,0.666,0.26,0.077,0.028,0,0,0,1.6716612556142323
4.308,0.682,0.429,0.58,0.598,0.178,0,0,0,1.6692151164699611
4.301,0.358,0.053,0.189,0.181,0.06,1,0,0,1.667895482005669
4.245,0.069,0.204,0.312,0.197,0.052,1,0,0,1.6572752418482606
4.19,0.721,0.485,0.539,0.172,0.093,0,0,0,1.6467336971777973
4.166,0.131,0.221,0.39,0.175,0.099,1,0,0,1.6420986946736489
4.161,0.322,0.237,0.45,0.259,0.061,1,0,0,1.64113035916659
4.141,0.378,0.24,0.44,0.163,0.067,1,0,0,1.6372476130733675
4.139,0.605,0.312,0.016,0.134,0.082,1,0,0,1.6368585080100926
4.103,0.793,0.609,0.163,0.187,0.011,0,0,1,1.6298286020818344
3.999,0.259,0.253,0.434,0.158,0.101,1,0,0,1.6092378924314334
3.964,0.344,0.211,0.394,0.185,0.094,1,0,0,1.6022118673423607
3.808,0.472,0.079,0.423,0.116,0.112,1,0,0,1.5702811972329065
3.795,0.73,0.269,0.0,0.079,0.061,1,0,0,1.5675737083354015
3.774,0.262,0.402,0.221,0.155,0.049,1,0,0,1.5631845279166383
3.692,0.357,0.248,0.406,0.132,0.099,1,0,0,1.5458589307912292
3.632,0.332,0.255,0.085,0.191,0.036,0,0,0,1.532988740270694
3.59,1.017,0.417,0.557,0.042,0.092,1,0,0,1.5238800240724537
3.587,0.186,0.306,0.531,0.21,0.08,1,0,0,1.523226215615035
3.582,0.315,0.289,0.025,0.392,0.104,0,1,0,1.5221355840313038
3.495,0.076,0.267,0.419,0.206,0.03,1,0,0,1.5029656679235837
3.462,0.689,0.539,0.088,0.376,0.144,0,0,0,1.4955970960103409
3.408,0.332,0.4,0.636,0.2,0.444,1,0,0,1.4834210718506133
3.355,0.442,0.343,0.244,0.083,0.064,0,0,0,1.4713246103044662
3.303,0.455,0.381,0.481,0.27,0.097,1,0,0,1.4593124538564626
3.254,0.337,0.177,0.112,0.224,0.106,1,0,0,1.4478597167780454
3.083,0.024,0.01,0.305,0.218,0.038,1,0,0,1.4068320123374387
2.905,0.091,0.145,0.065,0.149,0.076,1,0,0,1.3622577832916491
7.769,1.34,0.986,0.596,0.153,0.393,0,0,1,2.1712227747972186
7.6,1.383,0.996,0.592,0.252,0.41,0,0,1,2.151762203259462
7.554,1.488,1.028,0.603,0.271,0.341,0,0,1,2.1463990098047168
7.494,1.38,1.026,0.591,0.354,0.118,0,0,1,2.1393600318910795
7.488,1.396,0.999,0.557,0.322,0.298,0,0,1,2.1386534013116822
7.48,1.452,1.052,0.572,0.263,0.343,0,0,1,2.1377104498038118
7.343,1.387,1.009,0.574,0.267,0.373,0,0,1,2.1214228639199373
7.307,1.303,1.026,0.585,0.33,0.38,0,0,0,2.1170985328569345
7.278,1.365,1.039,0.584,0.285,0.308,0,1,0,2.1136013933265407
7.246,1.376,1.016,0.532,0.244,0.226,0,0,1,2.109728234284708
7.228,1.372,1.036,0.557,0.332,0.29,0,0,0,2.1075429717907106
7.167,1.034,0.963,0.558,0.144,0.093,0,1,0,2.1001016443761387
7.139,1.276,1.029,0.371,0.261,0.082,0,0,0,2.0966673223449046
7.09,1.609,1.012,0.526,0.194,0.316,0,0,1,2.0906287310704004
7.054,1.333,0.996,0.45,0.348,0.278,0,0,1,2.0861688624292625
7.021,1.499,0.999,0.516,0.298,0.31,0,0,1,2.0820631023847875
6.985,1.373,0.987,0.495,0.261,0.265,0,0,1,2.077564781666976
6.923,1.356,0.986,0.473,0.16,0.21,0,0,1,2.069769921983105
6.892,1.433,0.874,0.454,0.28,0.128,0,1,0,2.065849588160369
6.852,1.269,0.92,0.457,0.046,0.036,0,0,1,2.0607682764142146
6.825,1.503,0.825,0.598,0.262,0.182,0,0,0,2.057323736426217
6.726,1.3,0.999,0.564,0.375,0.151,0,0,1,2.0445912642440898
6.595,1.07,0.861,0.433,0.074,0.073,0,1,0,2.027490136047736
6.592,1.324,1.045,0.436,0.111,0.183,0,0,1,2.0270950613076266
6.446,1.368,0.914,0.351,0.242,0.097,0,0,0,2.0076769754505253
6.444,1.159,0.92,0.357,0.187,0.056,0,1,0,2.0074083387800044
6.436,0.8,0.746,0.535,0.175,0.078,0,1,0,2.0063330698591977
6.375,1.403,0.795,0.439,0.08,0.132,0,0,0,1.9980959022258835
6.374,1.684,0.871,0.555,0.22,0.167,0,0,0,1.9979602998119528
6.354,1.286,1.062,0.362,0.153,0.079,0,0,1,1.9952443828790802
6.321,1.149,0.91,0.516,0.109,0.054,0,1,0,1.9907469306645056
6.3,1.004,0.802,0.39,0.099,0.086,0,1,0,1.9878743481543455
6.293,1.124,0.891,0.523,0.127,0.15,0,1,0,1.986914984002096
6.262,1.572,1.141,0.556,0.271,0.453,0,0,0,1.982655272992144
6.253,0.794,0.789,0.43,0.093,0.074,0,1,0,1.9814151763812753
6.223,1.294,1.039,0.231,0.158,0.03,0,0,1,1.9772703790687098
6.199,1.362,0.871,0.536,0.255,0.11,0,0,0,1.9739421274871658
6.198,1.246,0.881,0.334,0.121,0.014,0,0,1,1.973803209656839
6.192,1.231,0.713,0.489,0.185,0.016,0,1,0,1.9729692971693191
6.182,1.206,0.884,0.483,0.117,0.05,0,0,1,1.9715778958038912
6.174,0.745,0.756,0.631,0.322,0.24,0,0,0,1.970463379110091
6.149,1.238,0.818,0.291,0.043,0.042,0,0,1,1.9669724867847147
6.125,0.985,0.841,0.47,0.099,0.034,0,1,0,1.9636097261547143
6.118,1.258,0.953,0.564,0.144,0.057,0,0,1,1.962626787088001
6.105,0.694,0.835,0.435,0.2,0.127,0,1,0,1.960798761549064
6.1,0.882,0.758,0.489,0.262,0.006,0,0,1,1.9600947840472698
6.086,1.092,0.881,0.471,0.066,0.05,0,1,0,1.9581210064432804
6.07,1.162,0.825,0.462,0.083,0.005,0,0,1,1.9558604799084813
6.046,1.263,1.042,0.406,0.19,0.041,0,0,0,1.952460079919046
6.028,0.912,0.868,0.498,0.126,0.087,0,1,0,1.9499021703248507
6.021,1.5,0.808,0.493,0.142,0.097,0,0,0,1.9489056580351118
6.008,1.05,0.828,0.557,0.359,0.028,0,0,0,1.9470523536340902
5.94,1.187,0.812,0.264,0.075,0.064,0,0,1,1.937301774518713
5.895,1.301,1.036,0.159,0.175,0.056,0,0,0,1.9307965112452652
5.893,1.237,0.874,0.495,0.103,0.161,0,0,1,1.9305064039035147
5.89,0.831,0.831,0.49,0.107,0.028,0,1,0,1.9300710850255671
5.888,1.12,0.798,0.498,0.215,0.06,1,0,0,1.9297807671254297
5.886,1.327,1.088,0.445,0.069,0.14,0,0,0,1.929490364916332
5.86,0.642,0.828,0.507,0.246,0.078,0,1,0,1.925707441737794
5.809,1.173,0.729,0.41,0.146,0.096,0,0,0,1.9182452665008296
5.779,0.776,0.706,0.511,0.137,0.064,0,1,0,1.9138295984488285
5.758,1.201,0.828,0.199,0.081,0.02,0,0,1,1.9107269882920983
5.743,0.855,0.777,0.514,0.184,0.08,0,1,0,1.908504929752445
5.718,1.263,1.042,0.417,0.191,0.162,0,0,0,1.904790491190101
5.697,0.96,0.854,0.455,0.083,0.027,0,1,0,1.9016596649279132
5.693,1.221,0.999,0.508,0.047,0.025,0,0,1,1.901062204118505
5.653,0.677,0.535,0.313,0.22,0.098,0,0,0,1.8950678807597505
5.648,1.183,0.726,0.334,0.082,0.031,0,0,1,1.894316057553147
5.631,0.807,0.657,0.558,0.117,0.107,0,0,0,1.8917556223867307
5.603,1.004,0.854,0.282,0.137,0.039,0,0,1,1.8875240912124343
5.529,0.685,0.739,0.245,0.181,0.0,0,0,1,1.8762537922044964
5.525,1.044,0.673,0.416,0.133,0.152,1,0,0,1.8756409532087572
5.523,1.051,0.871,0.197,0.142,0.08,0,0,1,1.875334392813959
5.467,0.493,0.718,0.389,0.23,0.144,0,0,0,1.8667123224644557
5.432,1.155,0.914,0.296,0.119,0.022,0,0,1,1.8612855318766652
5.43,1.438,1.122,0.44,0.258,0.287,0,0,0,1.860974538249528
5.425,1.015,0.779,0.497,0.113,0.101,0,1,0,1.8601966307812834
5.386,0.945,0.845,0.212,0.263,0.006,0,0,1,1.8541080942925903
5.373,1.183,0.808,0.195,0.083,0.106,0,0,0,1.852070316332157
5.339,1.221,0.828,0.508,0.26,0.024,0,0,0,1.8467210273020294
5.323,1.067,0.789,0.235,0.094,0.142,0,0,1,1.8441937790764762
5.287,1.181,0.999,0.067,0.0,0.034,0,0,1,1.838484009400924
5.285,0.948,0.667,0.317,0.235,0.038,0,0,0,1.8381658420422107
5.274,0.983,0.838,0.345,0.185,0.034,0,0,1,1.8364141097684863
5.265,0.696,0.245,0.426,0.215,0.041,1,0,0,1.8349785883480316
5.261,0.551,0.723,0.508,0.3,0.023,0,0,0,1.8343399167631733
5.247,1.052,0.657,0.394,0.244,0.028,0,0,0,1.8321013485114328
5.211,1.002,0.785,0.086,0.073,0.114,1,0,0,1.826321913577166
5.208,0.801,0.782,0.418,0.036,0.076,1,0,0,1.8258387828809177
5.208,1.043,0.769,0.351,0.035,0.182,0,0,0,1.8258387828809177
5.197,0.987,0.815,0.216,0.166,0.027,0,0,0,1.8240653039799706
5.192,0.931,0.66,0.491,0.498,0.028,0,0,0,1.823258136287426
5.191,1.029,0.893,0.521,0.058,0.1,0,0,0,1.823096624537095
5.175,0.741,0.851,0.543,0.147,0.073,0,0,0,1.8205088825140407
5.082,0.813,0.604,0.457,0.37,0.167,0,0,0,1.805333589255173
5.044,0.549,0.331,0.381,0.187,0.037,1,0,0,1.7990660444104931
5.011,1.092,0.815,0.311,0.081,0.004,0,0,1,1.793591124057025
4.996,0.611,0.486,0.381,0.245,0.04,1,0,0,1.7910925802403512
4.944,0.569,0.232,0.352,0.154,0.09,1,0,0,1.7823823074154581
4.913,0.446,0.677,0.439,0.285,0.089,0,0,0,1.7771533168386928
4.906,0.837,0.815,0.383,0.11,0.13,0,0,0,1.7759687833217308
4.883,0.393,0.397,0.349,0.175,0.082,1,0,0,1.772066835882319
4.812,0.673,0.508,0.372,0.105,0.093,1,0,0,1.7599247457080365
4.799,1.057,0.571,0.295,0.043,0.055,1,0,0,1.7576854888943036
4.796,0.764,0.551,0.547,0.266,0.164,0,0,0,1.757168024458436
4.722,0.96,0.469,0.389,0.13,0.055,1,0,0,1.7443183946279186
4.719,0.947,0.874,0.383,0.178,0.027,0,0,1,1.7437939649331793
4.707,0.96,0.805,0.154,0.064,0.047,0,1,0,1.741693491554571
4.7,0.574,0.637,0.609,0.232,0.062,0,0,0,1.7404661748405044
4.696,0.657,0.672,0.225,0.103,0.066,0,0,0,1.7397641741096745
4.681,0.45,0.571,0.292,0.153,0.072,1,0,0,1.7371272735749899
4.668,0.0,0.268,0.559,0.243,0.27,1,0,0,1.7348363218284342
4.639,0.879,0.477,0.401,0.07,0.056,1,0,0,1.7297067448250452
4.628,0.138,0.366,0.318,0.188,0.102,1,0,0,1.7277541392521427
4.587,0.331,0.38,0.255,0.177,0.113,1,0,0,1.7204424704770116
4.559,0.85,0.815,0.283,0.095,0.064,0,0,0,1.7154182359713324
4.548,1.1,0.785,0.305,0.27,0.125,0,0,0,1.7134375024525852
4.534,0.38,0.375,0.332,0.207,0.086,1,0,0,1.7109108813647342
4.519,0.886,0.752,0.346,0.043,0.164,0,0,0,1.7081966844573642
4.516,0.308,0.428,0.382,0.269,0.167,1,0,0,1.7076529599310555
4.509,0.512,0.581,0.431,0.372,0.053,1,0,0,1.7063831184905796
4.49,0.57,0.489,0.066,0.106,0.088,1,0,0,1.7029282555214393
4.466,0.204,0.39,0.494,0.197,0.138,1,0,0,1.6985470875058764
4.461,0.921,0.815,0.167,0.059,0.055,1,0,0,1.6976319231700168
4.456,0.562,0.723,0.527,0.166,0.143,0,0,0,1.696715920541161
4.437,1.043,0.574,0.241,0.148,0.089,0,0,0,1.6932274381637837
4.418,0.094,0.357,0.269,0.212,0.053,1,0,0,1.6897267436629033
4.39,0.385,0.308,0.327,0.153,0.052,1,0,0,1.6845453849209058
4.374,0.268,0.242,0.309,0.252,0.045,1,0,0,1.6815725101932995
4.366,0.949,0.831,0.47,0.244,0.047,0,0,0,1.6800827520034323
4.36,0.71,0.555,0.525,0.566,0.172,0,0,0,1.6789639750827106
4.35,0.35,0.192,0.174,0.198,0.078,1,0,0,1.6770965609079151
4.332,0.82,0.739,0.178,0.187,0.01,0,0,1,1.6737264023164622
4.286,0.336,0.532,0.344,0.209,0.1,1,0,0,1.6650618161820974
4.212,0.811,0.0,0.313,0.074,0.135,1,0,0,1.6509636592625987
4.189,0.332,0.443,0.356,0.252,0.06,1,0,0,1.6465410003856027
4.166,0.913,0.644,0.241,0.076,0.067,1,0,0,1.6420986946736489
4.107,0.578,0.426,0.431,0.247,0.087,1,0,0,1.6306121476655069
4.085,0.275,0.41,0.293,0.177,0.085,1,0,0,1.6262950295005232
4.015,0.755,0.588,0.498,0.2,0.085,0,0,0,1.6124334214138987
3.975,0.073,0.443,0.37,0.233,0.033,1,0,0,1.604425370610556
3.973,0.274,0.505,0.142,0.275,0.078,1,0,0,1.6040232797326015
3.933,0.274,0.555,0.148,0.169,0.041,1,0,0,1.5959473222516012
3.802,0.489,0.168,0.359,0.107,0.093,1,0,0,1.5690324977990615
3.775,0.046,0.38,0.22,0.176,0.18,1,0,0,1.5633939739326936
3.663,0.366,0.433,0.361,0.151,0.089,1,0,0,1.5396590178261838
3.597,0.323,0.449,0.026,0.419,0.11,0,1,0,1.525403916824091
3.488,1.041,0.538,0.455,0.025,0.1,1,0,0,1.501407168220395
3.462,0.619,0.44,0.013,0.331,0.141,0,0,0,1.4955970960103409
3.41,0.191,0.495,0.443,0.218,0.089,1,0,0,1.4838746894587547
3.38,0.287,0.463,0.143,0.108,0.077,0,0,0,1.4770487243883548
3.334,0.359,0.614,0.555,0.217,0.411,1,0,0,1.4664909031141673
3.231,0.476,0.499,0.417,0.276,0.147,1,0,0,1.4424383717379303
3.203,0.35,0.361,0.0,0.158,0.025,0,0,0,1.4357985560229796
3.083,0.026,0.105,0.225,0.235,0.035,1,0,0,1.4068320123374387
2.853,0.306,0.295,0.01,0.202,0.091,1,0,0,1.3488520656440206
